Omega_m,H0,Chi_sq,Type
0.2716648247623636,70.3652923773868,1036.7935381502803,2.0
0.27132460116926954,70.08336029010871,1040.7781509053625,2.0
0.2715393088262673,70.49815620775071,1038.0682474808514,1.0
0.2723412146184542,70.35590873973058,1036.6810551440244,1.0
0.27163553989713846,70.32621317754447,1036.7946780056798,2.0
0.27500959264254893,70.26322067903462,1036.339777748461,1.0
0.2748287365110589,70.11396616858516,1038.2335790433012,2.0
0.2754861935166597,70.22093402758145,1036.4892869356881,1.0
0.2724461277400827,70.35908122536163,1036.6760378765634,2.0
0.27072624182463007,70.3575611530087,1036.9367742281624,2.0
0.2666698826615777,70.47329510757498,1037.9870287633348,2.0
0.2687889481515593,70.31049943018154,1037.6292458032647,1.0
0.2689543929464283,70.26700898894893,1038.0304865286016,2.0
0.27059004153729577,70.30300734424235,1037.141101832647,1.0
0.2741975154957685,70.15840209623445,1037.6466855842027,2.0
0.2714604163197043,70.22021056158505,1037.7076945646716,2.0
0.2649412474986953,70.24739349711544,1040.2869447439004,2.0
0.2677870422563067,70.18359389854399,1040.1270665091806,1.0
0.2710843171995893,70.29547812676441,1037.054492205719,1.0
0.2740527086169059,70.20918713044888,1036.9792098043645,1.0
0.2768751935851046,70.16570114135597,1036.6889082361863,1.0
0.2692936548564095,70.534138244665,1038.5654824119283,2.0
0.27249227393607556,70.55149518155424,1039.2776975737038,2.0
0.2744216152312295,70.36488401048602,1036.5423088411758,1.0
0.2817615365258714,70.33321744324172,1036.6637093484965,2.0
0.2787477865795512,70.19234728011945,1036.0552746326193,1.0
0.2809999473498635,70.13760860810248,1036.0883243616388,2.0
0.2715513499278654,70.19663209523388,1038.036202954675,2.0
0.27635788609471607,70.11846498985825,1037.5529771578674,1.0
0.27706725485225636,70.22858997271845,1036.1342184219902,1.0
0.27475381616354294,70.18029952344962,1037.1227325498448,2.0
0.27526255948591677,70.19518216952889,1036.7887769636566,1.0
0.2697489149136102,70.2814117852681,1037.5757739898177,2.0
0.26131931110250917,70.59057440994276,1039.8417603251503,2.0
0.26282747324506384,70.58657920871734,1039.588436504932,1.0
0.25749996529581864,70.70488316624983,1042.0163643303845,2.0
0.2548776776701196,70.76440839357386,1043.4590346038967,2.0
0.25089794757601097,70.81609752341834,1045.1113718113857,2.0
0.2500434781527132,70.64463461874848,1043.8185021330496,1.0
0.2603626682208919,70.55573816833368,1039.7479618097464,1.0
0.2648426764281927,70.65794983495731,1040.866785486934,2.0
0.25524585184911813,70.65992238777231,1041.8662884517478,2.0
0.25509496231672807,70.83786956241725,1045.2204627932279,2.0
0.2592196724591451,70.91123129949634,1048.3770830712826,2.0
0.25451550412083757,70.72533859208276,1042.8326351309433,1.0
0.25437400785015174,70.66925276922775,1042.1987597759994,1.0
0.2561905757640525,70.57824091262603,1041.1249117518482,1.0
0.25902391610426617,70.51593949129756,1040.0626956016285,1.0
0.26137592733300447,70.25879490207635,1042.2437400333688,2.0
0.2617568705558126,70.27012078448466,1041.7095324312613,1.0
0.2697511593987421,70.38428963477408,1037.1320292487242,1.0
0.27095113302211443,70.5465469513625,1038.935337707147,2.0
0.27102728482572364,70.57304302227816,1039.548846997253,2.0
